"HOUSE_ID","HousePrice","StoreArea","BasementArea","LawnArea","StreetHouseFront","Location","ConnectivityType","BuildingType","ConstructionYear","EstateType","SellingYear","Rating","SaleType"
"0240",176485,436,0,8993,73,"Karol Bagh","Byway","IndividualHouse",2007,"Other",2007,7,"FirstResale"
"0241",173000,497,611,9947,NA,"Vasant Vihar","Byway","IndividualHouse",1990,"PrivateBuilder",2009,7,"NewHouse"
"0242",192000,527,0,8749,70,"India Gate","Byway","IndividualHouse",2002,"Other",2007,7,"NewHouse"
"0243",187750,572,0,7200,60,"Bawana","Byway","IndividualHouse",2006,"Other",2006,7,"FirstResale"
"0244",190000,578,247,16492,137,"RK Puram","Arterial road","IndividualHouse",1966,"Other",2010,6,"NewHouse"
"0245",230000,626,904,5001,34,"Okhla Indl Estate","Byway","RowHouses",2007,"Other",2009,7,"NewHouse"
"0246",108000,570,637,11040,60,"Rajendra Nagar","Byway","IndividualHouse",1920,"Other",2006,4,"NewHouse"
"0247",185900,520,490,8320,64,"India Gate","Byway","IndividualHouse",2004,"Other",2008,7,"NewHouse"
"0248",244000,522,1065,11160,93,"RK Puram","Byway","IndividualHouse",1968,"Other",2010,7,"NewHouse"
"0249",374000,874,1567,11846,72,"Okhla Indl Estate","Byway","IndividualHouse",2003,"Other",2006,9,"NewHouse"
"0250",39300,0,0,5000,50,"Chhatarpur","Byway","IndividualHouse",1946,"Other",2007,1,"NewHouse"
"0251",122000,0,259,5250,50,"Burari","Byway","IndividualHouse",1872,"Other",2008,8,"NewHouse"
"0252",145500,312,806,10007,72,"RK Puram","Byway","IndividualHouse",1959,"SemiPrivate",2008,5,"NewHouse"
"0253",135000,284,1059,17140,NA,"Jama Masjid","Byway","IndividualHouse",1956,"Other",2009,4,"NewHouse"
"0254",110000,280,0,7990,88,"India Gate","Byway","IndividualHouse",1975,"SemiPrivate",2008,5,"NewHouse"
"0255",229000,786,1002,13837,NA,"Tilak Nagar","Byway","IndividualHouse",1988,"Other",2006,7,"NewHouse"
"0256",143000,318,695,10355,NA,"RK Puram","Byway","IndividualHouse",1967,"Other",2007,5,"NewHouse"
"0257",192500,430,16,3182,43,"Adarsh Nagar","Byway","RowHousesE",2005,"Other",2009,7,"NewHouse"
"0258",144900,490,320,10200,85,"RK Puram","Byway","IndividualHouse",1954,"GovernmentBuild",2010,5,"NewHouse"
"0259",110000,576,0,13560,120,"RK Puram","Byway","IndividualHouse",1968,"Other",2009,6,"NewHouse"
"0260",335000,628,965,26178,42,"Pitampura","Byway","IndividualHouse",1989,"Other",2006,7,"NewHouse"
"0261",135000,216,0,10320,60,"Rajendra Nagar","Byway","IndividualHouse",1906,"SemiPrivate",2008,6,"NewHouse"
"0262",133000,240,403,9490,79,"RK Puram","Driveway","IndividualHouse",1941,"SemiPrivate",2006,6,"NewHouse"
"0263",153900,720,0,12665,100,"Burari","Driveway","IndividualHouse",1915,"Other",2008,5,"NewHouse"
"0264",125500,528,0,7740,60,"Burari","Byway","IndividualHouse",1910,"Other",2010,4,"NewHouse"
"0265",222000,642,0,13006,NA,"Karol Bagh","Byway","IndividualHouse",1997,"Other",2006,7,"NewHouse"
"0266",124500,270,991,9600,80,"RK Puram","Byway","IndividualHouse",1959,"SemiPrivate",2009,5,"NewHouse"
"0267",128000,280,354,9920,80,"RK Puram","Byway","IndividualHouse",1954,"SemiPrivate",2010,5,"NewHouse"
"0268",210000,493,642,8750,70,"India Gate","Byway","IndividualHouse",1994,"Other",2008,7,"NewHouse"
"0269",394617,774,1336,12444,96,"Okhla Indl Estate","Byway","IndividualHouse",2008,"Other",2008,8,"FirstResale"
"0270",755000,832,1455,21535,104,"Yamuna Vihar","Byway","IndividualHouse",1994,"Other",2007,10,"NewHouse"
"0271",151000,480,0,3180,30,"Bawana","Byway","RowHousesE",2005,"Other",2006,7,"NewHouse"
"0272",140000,672,0,7630,76,"Burari","Frontage road","TwoStoreyHouse",1900,"SemiPrivate",2010,5,"NewHouse"
"0273",164700,528,0,4251,35,"Bawana","Byway","RowHousesE",2006,"Other",2007,7,"FirstResale"
"0274",186700,995,1159,35133,50,"Pitampura","Byway","IndividualHouse",1963,"Other",2007,5,"NewHouse"
"0275",310000,812,765,11003,85,"Bawana","Byway","IndividualHouse",2008,"Other",2009,10,"NewHouse"
"0276",611657,820,2188,12919,100,"Okhla Indl Estate","Byway","IndividualHouse",2009,"Other",2010,9,"FirstResale"
"0277",128000,0,0,6300,35,"Burari","Byway","IndividualHouse",1914,"Other",2008,6,"NewHouse"
"0278",116000,440,0,4400,40,"Burari","Byway","IndividualHouse",1920,"Other",2006,6,"NewHouse"
"0279",122000,280,450,9819,NA,"Timarpur","Byway","IndividualHouse",1967,"SemiPrivate",2010,5,"NewHouse"
"0280",133900,396,660,7200,60,"India Gate","Byway","IndividualHouse",1972,"SemiPrivate",2009,5,"NewHouse"
"0281",228000,511,0,16669,NA,"Pitampura","Byway","IndividualHouse",1981,"Other",2006,8,"NewHouse"
"0282",269500,680,0,12003,92,"Pitampura","Byway","IndividualHouse",2009,"Other",2010,8,"FirstResale"
"0283",156000,515,836,10289,79,"RK Puram","Byway","IndividualHouse",1965,"Other",2007,5,"NewHouse"
"0284",187000,506,426,9291,76,"Lodhi Colony","Parkway","IndividualHouse",1993,"Other",2008,6,"NewHouse"
"0285",52000,0,0,4130,56,"Chhatarpur","Byway","IndividualHouse",1935,"Other",2008,3,"NewHouse"
"0286",185750,462,0,9156,NA,"Tilak Nagar","Trunk road","IndividualHouse",1968,"Other",2009,6,"NewHouse"
"0287",168500,400,0,8530,NA,"Karol Bagh","Byway","IndividualHouse",1995,"Other",2009,7,"NewHouse"
"0288",237000,613,483,9548,44,"India Gate","Byway","IndividualHouse",2003,"Other",2010,7,"NewHouse"
"0289",131000,484,301,8885,NA,"Vasant Vihar","Byway","IndividualHouse",1983,"SemiPrivate",2006,5,"NewHouse"
"0290",108000,300,0,8978,NA,"Timarpur","Byway","IndividualHouse",1968,"Other",2007,5,"ThirdResale"
"0291",179400,440,549,2280,24,"Bawana","Byway","RowHouses",1999,"Other",2008,7,"NewHouse"
"0292",256000,529,1116,53227,NA,"Dhaula Kuan","Byway","IndividualHouse",1954,"Other",2008,4,"NewHouse"
"0293",148000,564,605,10395,NA,"Tilak Nagar","Byway","IndividualHouse",1978,"SemiPrivate",2007,6,"NewHouse"
"0294",105000,180,209,6120,51,"Chhatarpur","Byway","IndividualHouse",1931,"Other",2009,5,"NewHouse"
"0295",177000,308,0,15576,63,"Ina Colony","Byway","IndividualHouse",1915,"Other",2008,6,"NewHouse"
"0296",142500,588,819,7937,37,"Vasant Vihar","Byway","IndividualHouse",1984,"PrivateBuilder",2006,6,"NewHouse"
"0297",180000,403,1258,11200,NA,"Lodhi Colony","Byway","IndividualHouse",1985,"Other",2006,6,"NewHouse"
"0298",197500,484,381,10304,NA,"Tilak Nagar","Trunk road","IndividualHouse",1976,"Other",2009,5,"NewHouse"
"0299",177000,312,719,11512,124,"Jama Masjid","Byway","IndividualHouse",1959,"PrivateBuilder",2008,6,"NewHouse"
"0300",83500,286,334,1974,NA,"Tughlaqabad Extention","Byway","RowHousesE",1973,"Other",2010,4,"NewHouse"
"0301",165000,478,0,10140,78,"Tilak Nagar","Byway","IndividualHouse",1974,"SemiPrivate",2009,6,"NewHouse"
"0302",280000,862,1039,11362,107,"Okhla Indl Estate","Byway","IndividualHouse",2004,"Other",2009,8,"NewHouse"
"0303",171000,358,522,9880,76,"Vasant Vihar","Byway","IndividualHouse",1977,"PrivateBuilder",2008,6,"NewHouse"
"0304",97000,0,0,1533,21,"Tughlaqabad Extention","Byway","RowHouses",1970,"Other",2009,4,"NewHouse"
"0305",148000,576,298,8846,57,"India Gate","Byway","IndividualHouse",1996,"Other",2006,5,"NewHouse"
"0306",125000,264,623,7175,50,"Lodhi Colony","Byway","RowHousesE",1984,"SemiPrivate",2010,6,"NewHouse"
"0307",177500,521,334,11249,105,"India Gate","Byway","IndividualHouse",1995,"Other",2007,6,"NewHouse"
"0308",135500,300,0,16466,59,"Jama Masjid","Byway","IndividualHouse",1955,"Other",2008,5,"NewHouse"
"0309",239000,702,0,11923,122,"India Gate","Byway","IndividualHouse",2007,"Other",2009,9,"NewHouse"
"0310",297000,826,1288,10637,79,"India Gate","Byway","IndividualHouse",2007,"Other",2009,8,"NewHouse"
"0311",120500,660,375,6960,60,"RK Puram","Byway","IndividualHouse",1970,"Other",2009,4,"NewHouse"
"0312",75500,0,150,1491,21,"Tughlaqabad Extention","Byway","RowHousesE",1972,"Other",2010,4,"NewHouse"
"0313",167240,438,16,3010,43,"Adarsh Nagar","Byway","RowHousesE",2005,"Other",2006,7,"FirstResale"
"0314",230000,622,666,12420,79,"India Gate","Byway","IndividualHouse",2001,"Other",2009,7,"NewHouse"
"0315",345000,538,1410,13860,75,"RK Puram","Byway","IndividualHouse",1972,"SemiPrivate",2009,8,"NewHouse"
"0316",218000,528,1157,10768,90,"Wazirpur","Byway","IndividualHouse",1976,"Other",2007,5,"NewHouse"
"0317",81000,1248,0,18000,120,"Rajendra Nagar","Byway","IndividualHouse",1935,"Other",2008,3,"NewHouse"
"0318",182900,467,678,12546,NA,"Tilak Nagar","Byway","IndividualHouse",1981,"Other",2007,6,"NewHouse"
"0319",157500,686,0,10440,60,"Burari","Byway","IndividualHouse",1904,"Other",2008,5,"NewHouse"
"0320",206000,632,686,6762,64,"India Gate","Byway","IndividualHouse",2006,"Other",2010,7,"NewHouse"
"0321",180500,500,0,11851,99,"Karol Bagh","Byway","IndividualHouse",1990,"Other",2009,7,"NewHouse"
"0322",112000,0,625,8780,NA,"Vasant Vihar","Byway","IndividualHouse",1985,"SemiPrivate",2009,5,"NewHouse"
"0323",122000,440,716,10356,120,"India Gate","Byway","IndividualHouse",1975,"SemiPrivate",2007,5,"NewHouse"
"0324",95000,200,236,9084,60,"Jama Masjid","Driveway","IndividualHouse",1941,"Other",2008,5,"NewHouse"
"0325",129500,624,619,7244,54,"Vasant Vihar","Byway","IndividualHouse",1970,"Other",2007,5,"NewHouse"
"0326",68500,240,0,6324,60,"Chhatarpur","Frontage road","IndividualHouse",1927,"Other",2008,4,"NewHouse"
"0327",255000,865,63,13501,116,"Bawana","Byway","IndividualHouse",2006,"Other",2007,8,"NewHouse"
"0328",248900,870,0,10656,67,"Pitampura","Byway","IndividualHouse",2006,"Other",2007,8,"FirstResale"
"0329",350000,839,1696,10437,91,"Yamuna Vihar","Byway","IndividualHouse",1995,"Other",2008,8,"NewHouse"
"0330",129000,240,187,8400,70,"Timarpur","Byway","IndividualHouse",1966,"Other",2007,6,"NewHouse"
"0331",113000,234,344,9340,50,"Jama Masjid","Byway","IndividualHouse",1941,"Other",2009,4,"NewHouse"
"0332",90000,560,0,13600,85,"Burari","Byway","TwoStoreyHouse",1900,"Other",2007,5,"NewHouse"
"0333",165400,397,0,6931,60,"Jama Masjid","Byway","IndividualHouse",2003,"Other",2008,7,"NewHouse"
"0334",132500,624,630,8480,80,"Timarpur","Byway","IndividualHouse",1963,"Other",2007,5,"NewHouse"
"0335",120500,432,538,5890,NA,"Rajendra Nagar","Byway","IndividualHouse",1930,"Other",2008,6,"NewHouse"
"0336",110000,440,0,10440,60,"Burari","Byway","IndividualHouse",1910,"SemiPrivate",2009,5,"NewHouse"
"0337",160000,520,664,10800,60,"Burari","Byway","TwoStoreyHouse",1900,"Other",2006,5,"NewHouse"
"0338",127000,0,0,6882,60,"Rajendra Nagar","Byway","IndividualHouse",1914,"Other",2007,6,"NewHouse"
"0339",147000,0,206,8402,70,"Vasant Vihar","Frontage road","IndividualHouse",2007,"Other",2007,5,"FirstResale"
"0340",118000,286,812,9000,75,"RK Puram","Byway","IndividualHouse",1954,"GovernmentBuild",2006,5,"ThirdResale"
"0341",156000,440,439,7930,61,"RK Puram","Byway","IndividualHouse",1969,"Other",2009,6,"NewHouse"
"0342",250000,564,790,16692,80,"Tilak Nagar","Dual carriageway","IndividualHouse",1978,"SemiPrivate",2006,7,"NewHouse"
"0343",118000,0,133,12108,92,"Jama Masjid","Byway","MultiStoreyBuilding",1955,"Other",2008,4,"NewHouse"
"0344",153000,364,674,9600,80,"RK Puram","Byway","IndividualHouse",1955,"Other",2010,6,"NewHouse"
"0345",312500,765,1274,14331,85,"Pitampura","Byway","IndividualHouse",2002,"Other",2006,8,"NewHouse"
"0346",55993,504,0,8712,66,"Rajendra Nagar","Byway","IndividualHouse",1952,"Other",2010,5,"FourthResale"
"0347",165600,420,518,7685,NA,"Karol Bagh","Byway","IndividualHouse",1993,"Other",2006,6,"NewHouse"
"0348",165500,602,1097,9101,NA,"Vasant Vihar","Byway","IndividualHouse",1978,"Other",2009,5,"NewHouse"
"0349",76500,0,0,5350,55,"Chhatarpur","Byway","IndividualHouse",1940,"GovernmentBuild",2010,3,"NewHouse"
"0350",136000,288,570,9464,75,"RK Puram","Byway","IndividualHouse",1958,"Other",2008,6,"NewHouse"
"0351",385000,894,1810,50271,68,"Wazirpur","Byway","IndividualHouse",1981,"Other",2006,9,"NewHouse"
"0352",200000,603,462,12798,79,"Dhaula Kuan","Frontage road","IndividualHouse",1997,"Other",2008,6,"NewHouse"
"0353",290000,671,524,11764,92,"Yamuna Vihar","Byway","IndividualHouse",1999,"Other",2010,8,"NewHouse"
"0354",225000,490,694,10762,NA,"Karol Bagh","Byway","IndividualHouse",1999,"Other",2009,7,"NewHouse"
"0355",126000,240,312,8160,60,"Jama Masjid","Byway","IndividualHouse",1940,"Other",2007,5,"FifthResale"
"0356",181000,457,16,3182,43,"Adarsh Nagar","Byway","RowHousesE",2005,"Other",2009,7,"NewHouse"
"0357",181000,435,0,17043,48,"Tilak Nagar","Byway","IndividualHouse",1979,"Other",2009,6,"NewHouse"
"0358",215000,434,0,11796,59,"Karol Bagh","Byway","IndividualHouse",2004,"Other",2007,7,"NewHouse"
"0359",127500,560,425,6240,52,"Chhatarpur","Byway","IndividualHouse",1931,"Other",2007,6,"NewHouse"
"0360",125000,240,1040,10880,68,"Jama Masjid","Byway","TwoStoreyHouse",1950,"Other",2008,5,"NewHouse"
"0361",120000,288,414,7332,60,"RK Puram","Byway","IndividualHouse",1959,"Other",2006,6,"SecondResale"
"0362",335000,836,936,11308,96,"Okhla Indl Estate","Byway","IndividualHouse",2008,"Other",2009,9,"NewHouse"
"0363",426000,846,1280,12474,96,"Okhla Indl Estate","Byway","IndividualHouse",2007,"Other",2008,10,"FirstResale"
"0364",106250,0,0,10800,60,"Burari","Byway","TwoStoreyHouse",1900,"Other",2008,4,"NewHouse"
"0365",260000,656,987,9900,90,"Yamuna Vihar","Byway","IndividualHouse",1993,"Other",2009,7,"NewHouse"
"0366",226000,558,1013,10665,72,"India Gate","Byway","IndividualHouse",2003,"Other",2007,7,"NewHouse"
"0367",75000,286,0,2001,21,"Tughlaqabad Extention","Byway","RowHouses",1970,"Other",2007,4,"NewHouse"
"0368",118858,400,0,7018,64,"Lodhi Colony","Byway","MultiStoreyBuilding",1979,"Other",2009,5,"FourthResale"
"0369",240000,501,985,53107,NA,"Dhaula Kuan","Frontage road","IndividualHouse",1992,"Other",2007,6,"NewHouse"
"0370",96500,0,0,8800,55,"Burari","Byway","IndividualHouse",1910,"Other",2010,4,"NewHouse"
"0371",127000,336,548,2665,41,"Tughlaqabad Extention","Byway","RowHousesE",1977,"Other",2006,5,"NewHouse"
"0372",205000,672,0,7264,55,"Chhatarpur","Byway","IndividualHouse",1925,"Other",2009,7,"NewHouse"
"0373",222000,484,578,4403,NA,"Bawana","Byway","IndividualHouse",2009,"Other",2010,7,"FirstResale"
"0374",160000,440,0,10000,87,"RK Puram","Byway","IndividualHouse",1962,"Other",2010,6,"NewHouse"
"0375",174000,492,0,2645,24,"Bawana","Byway","RowHouses",1999,"Other",2007,8,"NewHouse"
"0376",176000,440,419,3230,34,"Bawana","Byway","RowHousesE",1999,"Other",2007,6,"NewHouse"
"0377",181134,396,24,8899,73,"Karol Bagh","Byway","IndividualHouse",2007,"Other",2007,7,"FirstResale"
"0378",147000,576,505,10970,NA,"India Gate","Byway","IndividualHouse",1978,"SemiPrivate",2008,6,"NewHouse"
"0379",162000,412,866,4500,32,"Vasant Vihar","Byway","RowHousesE",1998,"Other",2009,6,"NewHouse"
"0380",133500,338,460,15523,36,"India Gate","Byway","IndividualHouse",1972,"Other",2009,5,"NewHouse"
"0381",119000,180,0,6000,50,"Chhatarpur","Byway","IndividualHouse",1926,"Other",2009,6,"NewHouse"
"0382",280000,576,655,70761,62,"Dhaula Kuan","Byway","IndividualHouse",1975,"Other",2006,7,"NewHouse"
"0383",119000,276,534,7200,60,"RK Puram","Byway","IndividualHouse",1950,"Other",2007,5,"NewHouse"
"0384",179900,502,633,9350,85,"RK Puram","Byway","IndividualHouse",1965,"SemiPrivate",2008,5,"NewHouse"
"0385",182000,480,0,11639,95,"Bawana","Byway","IndividualHouse",2007,"Other",2008,7,"FirstResale"
"0386",155000,525,776,8700,80,"RK Puram","Byway","IndividualHouse",1963,"SemiPrivate",2008,5,"NewHouse"
"0387",451950,842,1338,13478,97,"Okhla Indl Estate","Byway","IndividualHouse",2008,"Other",2009,10,"NewHouse"
"0388",126175,220,256,5820,49,"Burari","Byway","IndividualHouse",1955,"Other",2006,3,"NewHouse"
"0389",173000,400,560,9248,NA,"Karol Bagh","Byway","IndividualHouse",1992,"Other",2009,6,"NewHouse"
"0390",163500,484,1237,12155,NA,"RK Puram","Trunk road","IndividualHouse",1970,"Other",2007,6,"NewHouse"
"0391",190000,534,0,11952,92,"Tilak Nagar","Arterial road","IndividualHouse",1977,"Other",2007,7,"NewHouse"
"0392",137000,288,560,13526,NA,"Timarpur","Byway","IndividualHouse",1965,"SemiPrivate",2006,5,"NewHouse"
"0393",88000,0,614,8125,NA,"RK Puram","Byway","IndividualHouse",1971,"Other",2006,4,"NewHouse"
"0394",172000,530,562,11075,NA,"Vasant Vihar","Byway","IndividualHouse",1969,"SemiPrivate",2008,5,"NewHouse"
"0395",265000,889,0,10208,79,"Yamuna Vihar","Byway","IndividualHouse",1996,"Other",2009,7,"NewHouse"
"0396",129000,308,248,5868,74,"RK Puram","Byway","IndividualHouse",1956,"Other",2010,5,"NewHouse"
"0397",213500,639,0,9245,79,"India Gate","Byway","IndividualHouse",2006,"Other",2007,7,"NewHouse"
"0398",142000,288,832,6768,65,"Timarpur","Frontage road","IndividualHouse",1961,"PrivateBuilder",2008,6,"NewHouse"
"0399",146500,312,386,9480,79,"RK Puram","Driveway","IndividualHouse",1942,"Other",2007,5,"NewHouse"
"0400",145000,588,528,8393,70,"RK Puram","Byway","MultiStoreyBuilding",1959,"Other",2006,5,"ThirdResale"
"0401",60000,246,290,8400,60,"Rohini","Byway","IndividualHouse",1920,"Other",2009,2,"NewHouse"
"0402",188000,431,219,8000,NA,"Karol Bagh","Byway","IndividualHouse",1995,"Other",2008,6,"NewHouse"
"0403",214500,441,0,11888,NA,"Chhatarpur","Trunk road","IndividualHouse",1916,"Other",2009,6,"NewHouse"
"0404",197000,672,523,15863,102,"Rohini","Byway","IndividualHouse",1920,"Other",2009,7,"NewHouse"
"0405",446261,858,1330,14948,67,"Okhla Indl Estate","Byway","IndividualHouse",2008,"Other",2008,9,"FirstResale"
"0406",194500,409,0,10832,NA,"Karol Bagh","Byway","IndividualHouse",1994,"Other",2008,7,"NewHouse"
"0407",274970,432,0,19690,NA,"Jama Masjid","Byway","IndividualHouse",1966,"PrivateBuilder",2006,6,"FourthResale"
"0408",130000,380,0,2522,24,"Jama Masjid","Byway","RowHouses",2004,"Other",2006,6,"NewHouse"
"0409",139000,480,651,8816,80,"Timarpur","Frontage road","IndividualHouse",1963,"SemiPrivate",2009,5,"NewHouse"
"0410",117000,326,415,5400,90,"Burari","Byway","IndividualHouse",1954,"SemiPrivate",2006,5,"NewHouse"
"0411",112000,398,617,7000,50,"Burari","Driveway","IndividualHouse",1924,"Other",2006,6,"NewHouse"
"0412",375000,513,1236,215245,150,"Pitampura","Byway","IndividualHouse",1965,"Other",2009,7,"NewHouse"
"0413",140000,528,0,9600,80,"Tilak Nagar","Byway","IndividualHouse",1969,"Other",2006,7,"NewHouse"
"0414",232600,776,0,11216,81,"Bawana","Byway","IndividualHouse",2006,"Other",2006,8,"FirstResale"
"0415",130000,288,510,9858,62,"Vasant Vihar","Byway","IndividualHouse",1968,"GovernmentBuild",2009,5,"NewHouse"
"0416",201000,610,16,8925,73,"Pitampura","Byway","IndividualHouse",2007,"Other",2009,8,"NewHouse"
"0417",124000,0,616,8430,60,"India Gate","Byway","IndividualHouse",1978,"Other",2009,5,"NewHouse"
"0418",153000,498,1213,8532,74,"RK Puram","Byway","IndividualHouse",1954,"Other",2009,5,"NewHouse"
"0419",139900,286,0,12342,NA,"RK Puram","Byway","IndividualHouse",1960,"GovernmentBuild",2007,5,"NewHouse"
"0420",190000,564,674,10186,107,"Yamuna Vihar","Byway","IndividualHouse",1992,"Other",2010,7,"NewHouse"
"0421",279500,840,0,10652,91,"India Gate","Byway","IndividualHouse",2006,"Other",2007,7,"FirstResale"
"0422",185000,420,310,9765,NA,"Karol Bagh","Byway","IndividualHouse",1993,"Other",2009,6,"NewHouse"
"0423",220000,432,297,11275,NA,"Ina Colony","Byway","IndividualHouse",1932,"Other",2007,6,"NewHouse"
"0424",153575,384,0,8730,60,"Chhatarpur","Dual carriageway","IndividualHouse",1915,"Other",2007,6,"NewHouse"
"0425",106000,360,0,8100,90,"Burari","Byway","IndividualHouse",1898,"SemiPrivate",2009,5,"NewHouse"
"0426",180000,400,250,7750,NA,"Karol Bagh","Byway","IndividualHouse",2000,"Other",2010,7,"NewHouse"
"0427",131500,504,841,11625,75,"Timarpur","Byway","TwoStoreyHouse",1965,"Other",2010,5,"NewHouse"
"0428",188500,432,425,7795,71,"Karol Bagh","Byway","IndividualHouse",2004,"Other",2009,7,"NewHouse"
"0429",142000,531,1000,12160,NA,"RK Puram","Byway","IndividualHouse",1959,"SemiPrivate",2010,5,"SecondResale"
"0430",169500,264,540,7590,69,"RK Puram","Trunk road","IndividualHouse",1962,"Other",2007,5,"NewHouse"
"0431",35311,308,50,9000,50,"Rajendra Nagar","Byway","IndividualHouse",1949,"Other",2006,2,"SecondResale"
"0432",127000,352,390,7180,60,"India Gate","Byway","IndividualHouse",1972,"Other",2008,5,"NewHouse"
"0433",158000,299,371,9364,80,"Timarpur","Byway","IndividualHouse",1969,"SemiPrivate",2010,6,"NewHouse"
"0434",135750,283,228,8475,NA,"RK Puram","Byway","IndividualHouse",1956,"Other",2008,4,"NewHouse"
"0435",175900,484,387,7153,65,"Lodhi Colony","Byway","IndividualHouse",1992,"Other",2006,6,"NewHouse"
"0436",140000,440,559,4043,53,"Model Town","Byway","RowHousesE",1977,"Other",2008,6,"SecondResale"
"0437",147000,264,607,9600,80,"RK Puram","Byway","IndividualHouse",1950,"Other",2009,5,"NewHouse"
"0438",377500,758,1320,14892,42,"Karol Bagh","Byway","IndividualHouse",2006,"Other",2009,9,"NewHouse"
"0439",196000,714,1567,9819,NA,"Vasant Vihar","Byway","IndividualHouse",1977,"Other",2009,6,"NewHouse"
"0440",313000,736,904,11050,NA,"India Gate","Trunk road","IndividualHouse",2000,"Other",2009,9,"NewHouse"
"0441",176432,440,24,9317,78,"India Gate","Byway","IndividualHouse",2006,"Other",2007,6,"NewHouse"
"0442",263000,615,0,9375,75,"Bawana","Byway","IndividualHouse",2003,"Other",2009,7,"NewHouse"
"0443",285000,702,1059,11248,90,"India Gate","Byway","IndividualHouse",2002,"Other",2007,9,"NewHouse"
"0444",191000,512,0,8750,70,"India Gate","Byway","IndividualHouse",1996,"Other",2009,7,"NewHouse"
"0445",245000,758,33,10206,78,"Bawana","Byway","IndividualHouse",2007,"Other",2008,8,"NewHouse"
"0446",465000,850,1386,13891,107,"Okhla Indl Estate","Byway","IndividualHouse",2006,"Other",2006,10,"FirstResale"
"0447",320000,576,57,19378,134,"Karol Bagh","Byway","IndividualHouse",2005,"Other",2006,7,"FirstResale"
"0448",192000,472,828,9042,59,"Karol Bagh","Byway","IndividualHouse",1998,"Other",2008,6,"NewHouse"
"0449",128950,0,569,9320,77,"RK Puram","Byway","IndividualHouse",1959,"Other",2010,4,"NewHouse"
"0450",86000,286,515,1526,21,"Tughlaqabad Extention","Byway","RowHouses",1970,"Other",2009,4,"NewHouse"
"0451",178400,588,867,12122,NA,"RK Puram","Byway","IndividualHouse",1961,"Other",2008,7,"NewHouse"
"0452",85000,336,129,2592,36,"Tughlaqabad Extention","Byway","RowHousesE",1976,"Other",2010,5,"NewHouse"
"0453",134450,447,360,10011,72,"RK Puram","Byway","IndividualHouse",1957,"SemiPrivate",2006,5,"NewHouse"
"0454",177000,388,182,13869,NA,"Karol Bagh","Byway","IndividualHouse",1997,"Other",2007,6,"NewHouse"
"0455",161000,228,0,5100,NA,"Burari","Byway","IndividualHouse",1925,"SemiPrivate",2008,8,"NewHouse"
"0456",66500,200,0,5720,52,"Burari","Driveway","IndividualHouse",1941,"Other",2009,5,"SecondResale"
"0457",234000,282,0,10918,53,"Ina Colony","Byway","IndividualHouse",1926,"SemiPrivate",2009,7,"NewHouse"
"0458",130500,475,533,13517,NA,"Timarpur","Interstate Highway","IndividualHouse",1976,"Other",2010,6,"NewHouse"
"0459",140000,642,216,9550,60,"Ina Colony","Byway","IndividualHouse",1915,"Other",2006,7,"SecondResale"
"0460",260000,586,1258,23595,NA,"Dhaula Kuan","Byway","IndividualHouse",1979,"Other",2010,7,"NewHouse"
"0461",142953,528,0,7018,64,"Lodhi Colony","Frontage road","MultiStoreyBuilding",1979,"Other",2009,5,"FourthResale"
"0462",143900,349,0,13673,40,"Timarpur","Interstate Highway","IndividualHouse",1962,"Other",2007,5,"NewHouse"
"0463",108000,0,290,13907,63,"Jama Masjid","Byway","IndividualHouse",1940,"Other",2008,5,"NewHouse"
"0464",190000,546,705,11751,105,"Tilak Nagar","Byway","IndividualHouse",1977,"SemiPrivate",2010,6,"NewHouse"
"0465",303477,550,64,9000,75,"Bawana","Byway","IndividualHouse",2007,"Other",2007,8,"FirstResale"
"0466",201000,471,814,8462,70,"Lodhi Colony","Byway","IndividualHouse",1994,"Other",2007,6,"NewHouse"
"0467",118000,264,317,1680,21,"Chanakyapuri","Byway","RowHouses",1972,"Other",2006,6,"NewHouse"
"0468",175500,528,916,9600,80,"Tilak Nagar","Byway","IndividualHouse",1973,"Other",2007,7,"NewHouse"
"0469",167500,461,697,9300,73,"RK Puram","Frontage road","IndividualHouse",1960,"Other",2010,5,"NewHouse"
"0470",178000,380,0,7837,59,"Karol Bagh","Byway","IndividualHouse",1993,"Other",2009,6,"NewHouse"
"0471",164000,402,897,4500,32,"Vasant Vihar","Byway","RowHouses",1998,"Other",2006,6,"NewHouse"
"0472",116000,280,0,8248,45,"Jama Masjid","Byway","IndividualHouse",1918,"Other",2006,5,"NewHouse"
"0473",122500,440,471,1920,24,"Chanakyapuri","Byway","RowHousesE",1971,"Other",2007,5,"NewHouse"
"0474",160000,572,353,57200,NA,"Pitampura","Byway","IndividualHouse",1948,"Other",2010,5,"NewHouse"
"0475",129000,596,739,9571,68,"Jama Masjid","Byway","IndividualHouse",1956,"Other",2010,5,"NewHouse"
"0476",119500,264,231,1680,21,"Chanakyapuri","Byway","RowHouses",1972,"Other",2009,5,"NewHouse"
"0477",115000,210,468,3950,NA,"Burari","Driveway","IndividualHouse",1926,"Other",2009,6,"NewHouse"
"0478",127500,0,351,10106,62,"Jama Masjid","Byway","TwoStoreyHouse",1940,"Other",2008,5,"NewHouse"
"0479",217000,576,1200,9236,79,"India Gate","Byway","IndividualHouse",1997,"Other",2006,6,"NewHouse"
